CNPJ;RazaoSocial;Trimestre;Ano;ValorDespesas;CnpjValido;ValorValido;RazaoSocialValida
346870;OPERADORA_NAO_IDENTIFICADA;;4;2024;203811970.01;false;true;true
422673;OPERADORA_NAO_IDENTIFICADA;;4;2024;6202477.28;false;true;true
325465;OPERADORA_NAO_IDENTIFICADA;;4;2024;345285021.10;false;true;true
313084;OPERADORA_NAO_IDENTIFICADA;;4;2024;498486740.51;false;true;true
401919;OPERADORA_NAO_IDENTIFICADA;;4;2024;4456602.24;false;true;true
330566;OPERADORA_NAO_IDENTIFICADA;;4;2024;1497120505.80;false;true;true
421545;OPERADORA_NAO_IDENTIFICADA;;4;2024;1376499.34;false;true;true
314366;OPERADORA_NAO_IDENTIFICADA;;4;2024;54718748.90;false;true;true
421391;OPERADORA_NAO_IDENTIFICADA;;4;2024;3295852.24;false;true;true
352519;OPERADORA_NAO_IDENTIFICADA;;4;2024;254940430.33;false;true;true
301124;OPERADORA_NAO_IDENTIFICADA;;4;2024;530416854.68;false;true;true
307751;OPERADORA_NAO_IDENTIFICADA;;4;2024;1131704493.93;false;true;true
316881;OPERADORA_NAO_IDENTIFICADA;;4;2024;1328084830.37;false;true;true
423661;OPERADORA_NAO_IDENTIFICADA;;4;2024;155293605.36;false;true;true
327867;OPERADORA_NAO_IDENTIFICADA;;4;2024;40972684.72;false;true;true
411582;OPERADORA_NAO_IDENTIFICADA;;4;2024;643422909.37;false;true;true
418048;OPERADORA_NAO_IDENTIFICADA;;4;2024;3839037.32;false;true;true
347825;OPERADORA_NAO_IDENTIFICADA;;4;2024;174135049.73;false;true;true
366510;OPERADORA_NAO_IDENTIFICADA;;4;2024;7718625.20;false;true;true
333689;OPERADORA_NAO_IDENTIFICADA;;4;2024;1947561166.97;false;true;true
320251;OPERADORA_NAO_IDENTIFICADA;;4;2024;2564721812.64;false;true;true
422771;OPERADORA_NAO_IDENTIFICADA;;4;2024;792431990.87;false;true;true
349534;OPERADORA_NAO_IDENTIFICADA;;4;2024;1515329484.13;false;true;true
418595;OPERADORA_NAO_IDENTIFICADA;;4;2024;8451610.00;false;true;true
350346;OPERADORA_NAO_IDENTIFICADA;;4;2024;357937567.46;false;true;true
342556;OPERADORA_NAO_IDENTIFICADA;;4;2024;3646993925.41;false;true;true
415821;OPERADORA_NAO_IDENTIFICADA;;4;2024;1662581.76;false;true;true
423114;OPERADORA_NAO_IDENTIFICADA;;4;2024;31026822.24;false;true;true
311944;OPERADORA_NAO_IDENTIFICADA;;4;2024;343778371.22;false;true;true
418013;OPERADORA_NAO_IDENTIFICADA;;4;2024;23889567.04;false;true;true
422339;OPERADORA_NAO_IDENTIFICADA;;4;2024;3229918623.10;false;true;true
422304;OPERADORA_NAO_IDENTIFICADA;;4;2024;75584938.16;false;true;true
343331;OPERADORA_NAO_IDENTIFICADA;;4;2024;687345995.51;false;true;true
403997;OPERADORA_NAO_IDENTIFICADA;;4;2024;14575535.52;false;true;true
340251;OPERADORA_NAO_IDENTIFICADA;;4;2024;664621013.18;false;true;true
353876;OPERADORA_NAO_IDENTIFICADA;;4;2024;355128644.93;false;true;true
327638;OPERADORA_NAO_IDENTIFICADA;;4;2024;183646186.84;false;true;true
403245;OPERADORA_NAO_IDENTIFICADA;;4;2024;19455563.81;false;true;true
418901;OPERADORA_NAO_IDENTIFICADA;;4;2024;1540562.00;false;true;true
413283;OPERADORA_NAO_IDENTIFICADA;;4;2024;120993552.60;false;true;true
342084;OPERADORA_NAO_IDENTIFICADA;;4;2024;14118553146.07;false;true;true
410071;OPERADORA_NAO_IDENTIFICADA;;4;2024;5448037.92;false;true;true
358096;OPERADORA_NAO_IDENTIFICADA;;4;2024;977198143.96;false;true;true
370568;OPERADORA_NAO_IDENTIFICADA;;4;2024;119610462.20;false;true;true
414310;OPERADORA_NAO_IDENTIFICADA;;4;2024;1134606903.85;false;true;true
420859;OPERADORA_NAO_IDENTIFICADA;;4;2024;256014100.19;false;true;true
417874;OPERADORA_NAO_IDENTIFICADA;;4;2024;3053483.84;false;true;true
419559;OPERADORA_NAO_IDENTIFICADA;;4;2024;20188502.92;false;true;true
418803;OPERADORA_NAO_IDENTIFICADA;;4;2024;945744717.73;false;true;true
422827;OPERADORA_NAO_IDENTIFICADA;;4;2024;293026104.84;false;true;true
415081;OPERADORA_NAO_IDENTIFICADA;;4;2024;47943446.24;false;true;true
414212;OPERADORA_NAO_IDENTIFICADA;;4;2024;242229928.31;false;true;true
312347;OPERADORA_NAO_IDENTIFICADA;;4;2024;1688373591.94;false;true;true
384577;OPERADORA_NAO_IDENTIFICADA;;4;2024;7283359512.13;false;true;true
351628;OPERADORA_NAO_IDENTIFICADA;;4;2024;5070162.95;false;true;true
350290;OPERADORA_NAO_IDENTIFICADA;;4;2024;15355039.73;false;true;true
419524;OPERADORA_NAO_IDENTIFICADA;;4;2024;49867425.71;false;true;true
000884;OPERADORA_NAO_IDENTIFICADA;;4;2024;3137066798.41;false;true;true
379280;OPERADORA_NAO_IDENTIFICADA;;4;2024;1982761431.23;false;true;true
415936;OPERADORA_NAO_IDENTIFICADA;;4;2024;321436338.59;false;true;true
414654;OPERADORA_NAO_IDENTIFICADA;;4;2024;253217105.76;false;true;true
336238;OPERADORA_NAO_IDENTIFICADA;;4;2024;4615553.52;false;true;true
338648;OPERADORA_NAO_IDENTIFICADA;;4;2024;1633213079.02;false;true;true
417114;OPERADORA_NAO_IDENTIFICADA;;4;2024;9372069.84;false;true;true
423700;OPERADORA_NAO_IDENTIFICADA;;4;2024;9285833.84;false;true;true
384844;OPERADORA_NAO_IDENTIFICADA;;4;2024;857591.28;false;true;true
418242;OPERADORA_NAO_IDENTIFICADA;;4;2024;4381597.36;false;true;true
345598;OPERADORA_NAO_IDENTIFICADA;;4;2024;2099175272.03;false;true;true
319121;OPERADORA_NAO_IDENTIFICADA;;4;2024;5423535160.76;false;true;true
413372;OPERADORA_NAO_IDENTIFICADA;;4;2024;1046715557.97;false;true;true
423637;OPERADORA_NAO_IDENTIFICADA;;4;2024;11327466.48;false;true;true
353264;OPERADORA_NAO_IDENTIFICADA;;4;2024;653373534.10;false;true;true
343889;OPERADORA_NAO_IDENTIFICADA;;4;2024;57235567766.85;false;true;true
409413;OPERADORA_NAO_IDENTIFICADA;;4;2024;113089581.93;false;true;true
424218;OPERADORA_NAO_IDENTIFICADA;;4;2024;38964.24;false;true;true
310131;OPERADORA_NAO_IDENTIFICADA;;4;2024;21420900.24;false;true;true
328537;OPERADORA_NAO_IDENTIFICADA;;4;2024;1875185413.07;false;true;true
424064;OPERADORA_NAO_IDENTIFICADA;;4;2024;9726256.16;false;true;true
329665;OPERADORA_NAO_IDENTIFICADA;;4;2024;334702043.91;false;true;true
419257;OPERADORA_NAO_IDENTIFICADA;;4;2024;9656871.63;false;true;true
405671;OPERADORA_NAO_IDENTIFICADA;;4;2024;2832295.92;false;true;true
423483;OPERADORA_NAO_IDENTIFICADA;;4;2024;26630132.33;false;true;true
417149;OPERADORA_NAO_IDENTIFICADA;;4;2024;5074779.60;false;true;true
424099;OPERADORA_NAO_IDENTIFICADA;;4;2024;8;false;true;true
317144;OPERADORA_NAO_IDENTIFICADA;;4;2024;24589864399.60;false;true;true
418277;OPERADORA_NAO_IDENTIFICADA;;4;2024;16513836.40;false;true;true
359661;OPERADORA_NAO_IDENTIFICADA;;4;2024;21234835678.06;false;true;true
347477;OPERADORA_NAO_IDENTIFICADA;;4;2024;43698163.52;false;true;true
417661;OPERADORA_NAO_IDENTIFICADA;;4;2024;617802561.49;false;true;true
319708;OPERADORA_NAO_IDENTIFICADA;;4;2024;3201860265.82;false;true;true
352683;OPERADORA_NAO_IDENTIFICADA;;4;2024;2791338889.49;false;true;true
419851;OPERADORA_NAO_IDENTIFICADA;;4;2024;94662408.89;false;true;true
311294;OPERADORA_NAO_IDENTIFICADA;;4;2024;1809079662.43;false;true;true
422355;OPERADORA_NAO_IDENTIFICADA;;4;2024;30264074.88;false;true;true
415782;OPERADORA_NAO_IDENTIFICADA;;4;2024;3874469.76;false;true;true
354511;OPERADORA_NAO_IDENTIFICADA;;4;2024;1445955332.80;false;true;true
304344;OPERADORA_NAO_IDENTIFICADA;;4;2024;844145451.98;false;true;true
361461;OPERADORA_NAO_IDENTIFICADA;;4;2024;762107013.49;false;true;true
305472;OPERADORA_NAO_IDENTIFICADA;;4;2024;1378301782.10;false;true;true
414981;OPERADORA_NAO_IDENTIFICADA;;4;2024;5528442.16;false;true;true
416568;OPERADORA_NAO_IDENTIFICADA;;4;2024;1522113741.22;false;true;true
400572;OPERADORA_NAO_IDENTIFICADA;;4;2024;19269923.60;false;true;true
417343;OPERADORA_NAO_IDENTIFICADA;;4;2024;2487363.44;false;true;true
358339;OPERADORA_NAO_IDENTIFICADA;;4;2024;105021651.28;false;true;true
419028;OPERADORA_NAO_IDENTIFICADA;;4;2024;48170637.47;false;true;true
342343;OPERADORA_NAO_IDENTIFICADA;;4;2024;1026425166.00;false;true;true
416690;OPERADORA_NAO_IDENTIFICADA;;4;2024;649240254.42;false;true;true
412015;OPERADORA_NAO_IDENTIFICADA;;4;2024;54669206.00;false;true;true
419753;OPERADORA_NAO_IDENTIFICADA;;4;2024;115991489.30;false;true;true
321087;OPERADORA_NAO_IDENTIFICADA;;4;2024;591374426.29;false;true;true
420247;OPERADORA_NAO_IDENTIFICADA;;4;2024;9771726.24;false;true;true
421120;OPERADORA_NAO_IDENTIFICADA;;4;2024;114973717.14;false;true;true
315265;OPERADORA_NAO_IDENTIFICADA;;4;2024;785107157.19;false;true;true
417441;OPERADORA_NAO_IDENTIFICADA;;4;2024;38819913.36;false;true;true
420093;OPERADORA_NAO_IDENTIFICADA;;4;2024;39098968.66;false;true;true
315583;OPERADORA_NAO_IDENTIFICADA;;4;2024;436393672.40;false;true;true
328308;OPERADORA_NAO_IDENTIFICADA;;4;2024;426166475.98;false;true;true
364070;OPERADORA_NAO_IDENTIFICADA;;4;2024;340294334.15;false;true;true
403911;OPERADORA_NAO_IDENTIFICADA;;4;2024;11245476064.51;false;true;true
344788;OPERADORA_NAO_IDENTIFICADA;;4;2024;164111219.69;false;true;true
351270;OPERADORA_NAO_IDENTIFICADA;;4;2024;317848472.60;false;true;true
406481;OPERADORA_NAO_IDENTIFICADA;;4;2024;2620541784.49;false;true;true
418340;OPERADORA_NAO_IDENTIFICADA;;4;2024;188449.68;false;true;true
417815;OPERADORA_NAO_IDENTIFICADA;;4;2024;1196467434.83;false;true;true
422851;OPERADORA_NAO_IDENTIFICADA;;4;2024;10575811.63;false;true;true
421952;OPERADORA_NAO_IDENTIFICADA;;4;2024;5686157.68;false;true;true
319872;OPERADORA_NAO_IDENTIFICADA;;4;2024;49442249.50;false;true;true
306754;OPERADORA_NAO_IDENTIFICADA;;4;2024;512277845.26;false;true;true
361615;OPERADORA_NAO_IDENTIFICADA;;4;2024;1067546517.90;false;true;true
324477;OPERADORA_NAO_IDENTIFICADA;;4;2024;3183095382.43;false;true;true
421812;OPERADORA_NAO_IDENTIFICADA;;4;2024;19087308.88;false;true;true
422631;OPERADORA_NAO_IDENTIFICADA;;4;2024;9101569453.30;false;true;true
419982;OPERADORA_NAO_IDENTIFICADA;;4;2024;12112;false;true;true
315494;OPERADORA_NAO_IDENTIFICADA;;4;2024;357962881.24;false;true;true
347795;OPERADORA_NAO_IDENTIFICADA;;4;2024;115960318.68;false;true;true
415057;OPERADORA_NAO_IDENTIFICADA;;4;2024;980371.52;false;true;true
315648;OPERADORA_NAO_IDENTIFICADA;;4;2024;450443919.50;false;true;true
410608;OPERADORA_NAO_IDENTIFICADA;;4;2024;141653291.25;false;true;true
323055;OPERADORA_NAO_IDENTIFICADA;;4;2024;623418832.47;false;true;true
420123;OPERADORA_NAO_IDENTIFICADA;;4;2024;79634360.82;false;true;true
331988;OPERADORA_NAO_IDENTIFICADA;;4;2024;5051515215.17;false;true;true
422070;OPERADORA_NAO_IDENTIFICADA;;4;2024;652658657.14;false;true;true
422533;OPERADORA_NAO_IDENTIFICADA;;4;2024;6275188.56;false;true;true
420794;OPERADORA_NAO_IDENTIFICADA;;4;2024;9609085.44;false;true;true
331317;OPERADORA_NAO_IDENTIFICADA;;4;2024;3783162209.00;false;true;true
417530;OPERADORA_NAO_IDENTIFICADA;;4;2024;3774700243.26;false;true;true
415693;OPERADORA_NAO_IDENTIFICADA;;4;2024;1334610540.27;false;true;true
421405;OPERADORA_NAO_IDENTIFICADA;;4;2024;1014559978.16;false;true;true
422126;OPERADORA_NAO_IDENTIFICADA;;4;2024;191804904.71;false;true;true
333867;OPERADORA_NAO_IDENTIFICADA;;4;2024;122036401.23;false;true;true
363286;OPERADORA_NAO_IDENTIFICADA;;4;2024;551639625.59;false;true;true
317233;OPERADORA_NAO_IDENTIFICADA;;4;2024;3423152653.32;false;true;true
340782;OPERADORA_NAO_IDENTIFICADA;;4;2024;8685941935.53;false;true;true
421286;OPERADORA_NAO_IDENTIFICADA;;4;2024;79167868.80;false;true;true
420158;OPERADORA_NAO_IDENTIFICADA;;4;2024;994228859.90;false;true;true
406635;OPERADORA_NAO_IDENTIFICADA;;4;2024;78324199.31;false;true;true
414425;OPERADORA_NAO_IDENTIFICADA;;4;2024;164727.20;false;true;true
419435;OPERADORA_NAO_IDENTIFICADA;;4;2024;38132773.60;false;true;true
418307;OPERADORA_NAO_IDENTIFICADA;;4;2024;1430223.28;false;true;true
312321;OPERADORA_NAO_IDENTIFICADA;;4;2024;33004627.63;false;true;true
302147;OPERADORA_NAO_IDENTIFICADA;;4;2024;59711376964.64;false;true;true
424129;OPERADORA_NAO_IDENTIFICADA;;4;2024;1204720650.48;false;true;true
366064;OPERADORA_NAO_IDENTIFICADA;;4;2024;719841578.28;false;true;true
419290;OPERADORA_NAO_IDENTIFICADA;;4;2024;524071806.33;false;true;true
417696;OPERADORA_NAO_IDENTIFICADA;;4;2024;33762429.04;false;true;true
324566;OPERADORA_NAO_IDENTIFICADA;;4;2024;1045656960.75;false;true;true
422860;OPERADORA_NAO_IDENTIFICADA;;4;2024;514365.84;false;true;true
328294;OPERADORA_NAO_IDENTIFICADA;;4;2024;1294055132.73;false;true;true
303976;OPERADORA_NAO_IDENTIFICADA;;4;2024;14838673948.09;false;true;true
422762;OPERADORA_NAO_IDENTIFICADA;;4;2024;1032584876.33;false;true;true
419907;OPERADORA_NAO_IDENTIFICADA;;4;2024;33798465.86;false;true;true
421723;OPERADORA_NAO_IDENTIFICADA;;4;2024;34816192.46;false;true;true
423408;OPERADORA_NAO_IDENTIFICADA;;4;2024;28878198.08;false;true;true
324213;OPERADORA_NAO_IDENTIFICADA;;4;2024;94431025.60;false;true;true
419699;OPERADORA_NAO_IDENTIFICADA;;4;2024;360431569.59;false;true;true
418625;OPERADORA_NAO_IDENTIFICADA;;4;2024;2828275.36;false;true;true
303623;OPERADORA_NAO_IDENTIFICADA;;4;2024;7321368567.94;false;true;true
422479;OPERADORA_NAO_IDENTIFICADA;;4;2024;22928304.00;false;true;true
414689;OPERADORA_NAO_IDENTIFICADA;;4;2024;31188914.40;false;true;true
390259;OPERADORA_NAO_IDENTIFICADA;;4;2024;94013879.33;false;true;true
415901;OPERADORA_NAO_IDENTIFICADA;;4;2024;19463652.46;false;true;true
368920;OPERADORA_NAO_IDENTIFICADA;;4;2024;844810091.04;false;true;true
343153;OPERADORA_NAO_IDENTIFICADA;;4;2024;213298318.25;false;true;true
401480;OPERADORA_NAO_IDENTIFICADA;;4;2024;219813352.28;false;true;true
314871;OPERADORA_NAO_IDENTIFICADA;;4;2024;37759190.58;false;true;true
316458;OPERADORA_NAO_IDENTIFICADA;;4;2024;247992086.16;false;true;true
421758;OPERADORA_NAO_IDENTIFICADA;;4;2024;392474.24;false;true;true
305626;OPERADORA_NAO_IDENTIFICADA;;4;2024;439958140.99;false;true;true
422797;OPERADORA_NAO_IDENTIFICADA;;4;2024;8;false;true;true
423726;OPERADORA_NAO_IDENTIFICADA;;4;2024;952013.92;false;true;true
415111;OPERADORA_NAO_IDENTIFICADA;;4;2024;2102075602.30;false;true;true
421332;OPERADORA_NAO_IDENTIFICADA;;4;2024;12190343.92;false;true;true
409286;OPERADORA_NAO_IDENTIFICADA;;4;2024;10675969.52;false;true;true
423742;OPERADORA_NAO_IDENTIFICADA;;4;2024;2059126.96;false;true;true
408026;OPERADORA_NAO_IDENTIFICADA;;4;2024;57630300.09;false;true;true
413330;OPERADORA_NAO_IDENTIFICADA;;4;2024;383841070.38;false;true;true
393533;OPERADORA_NAO_IDENTIFICADA;;4;2024;128120978.98;false;true;true
420280;OPERADORA_NAO_IDENTIFICADA;;4;2024;32281409.08;false;true;true
423076;OPERADORA_NAO_IDENTIFICADA;;4;2024;14130484.00;false;true;true
414492;OPERADORA_NAO_IDENTIFICADA;;4;2024;2414947807.52;false;true;true
318566;OPERADORA_NAO_IDENTIFICADA;;4;2024;1311217281.07;false;true;true
418501;OPERADORA_NAO_IDENTIFICADA;;4;2024;131471565.27;false;true;true
422592;OPERADORA_NAO_IDENTIFICADA;;4;2024;38523841.69;false;true;true
368181;OPERADORA_NAO_IDENTIFICADA;;4;2024;6138574.28;false;true;true
331872;OPERADORA_NAO_IDENTIFICADA;;4;2024;5751667656.94;false;true;true
369233;OPERADORA_NAO_IDENTIFICADA;;4;2024;212346288.65;false;true;true
335215;OPERADORA_NAO_IDENTIFICADA;;4;2024;1332480264.04;false;true;true
326500;OPERADORA_NAO_IDENTIFICADA;;4;2024;3428993600.16;false;true;true
417122;OPERADORA_NAO_IDENTIFICADA;;4;2024;40799286.48;false;true;true
420107;OPERADORA_NAO_IDENTIFICADA;;4;2024;103223060.65;false;true;true
421367;OPERADORA_NAO_IDENTIFICADA;;4;2024;102040998.81;false;true;true
413267;OPERADORA_NAO_IDENTIFICADA;;4;2024;10932113.71;false;true;true
302228;OPERADORA_NAO_IDENTIFICADA;;4;2024;233214953.99;false;true;true
320838;OPERADORA_NAO_IDENTIFICADA;;4;2024;236725833.18;false;true;true
304484;OPERADORA_NAO_IDENTIFICADA;;4;2024;1427519102.25;false;true;true
423840;OPERADORA_NAO_IDENTIFICADA;;4;2024;4916598.64;false;true;true
367087;OPERADORA_NAO_IDENTIFICADA;;4;2024;3223070898.69;false;true;true
424170;OPERADORA_NAO_IDENTIFICADA;;4;2024;33203581.68;false;true;true
411752;OPERADORA_NAO_IDENTIFICADA;;4;2024;2206401863.87;false;true;true
419095;OPERADORA_NAO_IDENTIFICADA;;4;2024;159416595.28;false;true;true
418536;OPERADORA_NAO_IDENTIFICADA;;4;2024;762698.24;false;true;true
422045;OPERADORA_NAO_IDENTIFICADA;;4;2024;65147261.84;false;true;true
304701;OPERADORA_NAO_IDENTIFICADA;;4;2024;31784648324.68;false;true;true
420301;OPERADORA_NAO_IDENTIFICADA;;4;2024;15391550.32;false;true;true
346209;OPERADORA_NAO_IDENTIFICADA;;4;2024;1074394564.56;false;true;true
328375;OPERADORA_NAO_IDENTIFICADA;;4;2024;371962745.91;false;true;true
422461;OPERADORA_NAO_IDENTIFICADA;;4;2024;7225269.12;false;true;true
423459;OPERADORA_NAO_IDENTIFICADA;;4;2024;262665.04;false;true;true
421049;OPERADORA_NAO_IDENTIFICADA;;4;2024;34580289.09;false;true;true
300713;OPERADORA_NAO_IDENTIFICADA;;4;2024;1288002136.07;false;true;true
420051;OPERADORA_NAO_IDENTIFICADA;;4;2024;35476935.09;false;true;true
315478;OPERADORA_NAO_IDENTIFICADA;;4;2024;13822343632.88;false;true;true
323926;OPERADORA_NAO_IDENTIFICADA;;4;2024;842707054.29;false;true;true
355151;OPERADORA_NAO_IDENTIFICADA;;4;2024;3337437629.80;false;true;true
421804;OPERADORA_NAO_IDENTIFICADA;;4;2024;1206556.71;false;true;true
359459;OPERADORA_NAO_IDENTIFICADA;;4;2024;2960489.76;false;true;true
369462;OPERADORA_NAO_IDENTIFICADA;;4;2024;29732797.14;false;true;true
403458;OPERADORA_NAO_IDENTIFICADA;;4;2024;37468623.12;false;true;true
348082;OPERADORA_NAO_IDENTIFICADA;;4;2024;2441781555.31;false;true;true
385697;OPERADORA_NAO_IDENTIFICADA;;4;2024;3916413854.27;false;true;true
423777;OPERADORA_NAO_IDENTIFICADA;;4;2024;1474999.84;false;true;true
419761;OPERADORA_NAO_IDENTIFICADA;;4;2024;8064367.28;false;true;true
330264;OPERADORA_NAO_IDENTIFICADA;;4;2024;1152700202.84;false;true;true
350648;OPERADORA_NAO_IDENTIFICADA;;4;2024;419663275.34;false;true;true
422746;OPERADORA_NAO_IDENTIFICADA;;4;2024;9011299.56;false;true;true
420981;OPERADORA_NAO_IDENTIFICADA;;4;2024;105608643.56;false;true;true
422398;OPERADORA_NAO_IDENTIFICADA;;4;2024;1092071590.66;false;true;true
311359;OPERADORA_NAO_IDENTIFICADA;;4;2024;3469311300.27;false;true;true
419303;OPERADORA_NAO_IDENTIFICADA;;4;2024;64970995.84;false;true;true
417505;OPERADORA_NAO_IDENTIFICADA;;4;2024;5265122306.74;false;true;true
348180;OPERADORA_NAO_IDENTIFICADA;;4;2024;4134838806.60;false;true;true
364312;OPERADORA_NAO_IDENTIFICADA;;4;2024;3871166077.36;false;true;true
303259;OPERADORA_NAO_IDENTIFICADA;;4;2024;37965369.74;false;true;true
409405;OPERADORA_NAO_IDENTIFICADA;;4;2024;40352685.01;false;true;true
418919;OPERADORA_NAO_IDENTIFICADA;;4;2024;492252558.97;false;true;true
402109;OPERADORA_NAO_IDENTIFICADA;;4;2024;5046520.32;false;true;true
301744;OPERADORA_NAO_IDENTIFICADA;;4;2024;955937007.56;false;true;true
389358;OPERADORA_NAO_IDENTIFICADA;;4;2024;221796119.07;false;true;true
304131;OPERADORA_NAO_IDENTIFICADA;;4;2024;921172412.75;false;true;true
335479;OPERADORA_NAO_IDENTIFICADA;;4;2024;3745148847.80;false;true;true
378941;OPERADORA_NAO_IDENTIFICADA;;4;2024;12993318.88;false;true;true
370070;OPERADORA_NAO_IDENTIFICADA;;4;2024;5304216155.98;false;true;true
342611;OPERADORA_NAO_IDENTIFICADA;;4;2024;2134826111.26;false;true;true
417131;OPERADORA_NAO_IDENTIFICADA;;4;2024;45590611.71;false;true;true
334511;OPERADORA_NAO_IDENTIFICADA;;4;2024;93813814.80;false;true;true
300136;OPERADORA_NAO_IDENTIFICADA;;4;2024;1445244923.27;false;true;true
416738;OPERADORA_NAO_IDENTIFICADA;;4;2024;866129444.34;false;true;true
422134;OPERADORA_NAO_IDENTIFICADA;;4;2024;123893955.03;false;true;true
409634;OPERADORA_NAO_IDENTIFICADA;;4;2024;74754171.01;false;true;true
336858;OPERADORA_NAO_IDENTIFICADA;;4;2024;2247942881.71;false;true;true
321044;OPERADORA_NAO_IDENTIFICADA;;4;2024;10052874732.01;false;true;true
421278;OPERADORA_NAO_IDENTIFICADA;;4;2024;15231753.28;false;true;true
354066;OPERADORA_NAO_IDENTIFICADA;;4;2024;3958668393.05;false;true;true
343731;OPERADORA_NAO_IDENTIFICADA;;4;2024;10435889219.54;false;true;true
343404;OPERADORA_NAO_IDENTIFICADA;;4;2024;48169130.33;false;true;true
416801;OPERADORA_NAO_IDENTIFICADA;;4;2024;1416233252.88;false;true;true
353477;OPERADORA_NAO_IDENTIFICADA;;4;2024;11031968.72;false;true;true
419443;OPERADORA_NAO_IDENTIFICADA;;4;2024;220127992.08;false;true;true
423548;OPERADORA_NAO_IDENTIFICADA;;4;2024;10304218.24;false;true;true
318213;OPERADORA_NAO_IDENTIFICADA;;4;2024;604409932.79;false;true;true
378682;OPERADORA_NAO_IDENTIFICADA;;4;2024;21641587.20;false;true;true
423319;OPERADORA_NAO_IDENTIFICADA;;4;2024;431742669.06;false;true;true
418447;OPERADORA_NAO_IDENTIFICADA;;4;2024;1673281.84;false;true;true
336017;OPERADORA_NAO_IDENTIFICADA;;4;2024;61999204.57;false;true;true
339458;OPERADORA_NAO_IDENTIFICADA;;4;2024;94473787.16;false;true;true
326089;OPERADORA_NAO_IDENTIFICADA;;4;2024;336696898.74;false;true;true
415065;OPERADORA_NAO_IDENTIFICADA;;4;2024;358905951.88;false;true;true
419184;OPERADORA_NAO_IDENTIFICADA;;4;2024;12283459.44;false;true;true
353353;OPERADORA_NAO_IDENTIFICADA;;4;2024;5751380826.26;false;true;true
418218;OPERADORA_NAO_IDENTIFICADA;;4;2024;53250166.67;false;true;true
423611;OPERADORA_NAO_IDENTIFICADA;;4;2024;4338353.04;false;true;true
421715;OPERADORA_NAO_IDENTIFICADA;;4;2024;6352004682.75;false;true;true
359777;OPERADORA_NAO_IDENTIFICADA;;4;2024;2534104886.16;false;true;true
365530;OPERADORA_NAO_IDENTIFICADA;;4;2024;482834109.19;false;true;true
420018;OPERADORA_NAO_IDENTIFICADA;;4;2024;8;false;true;true
314218;OPERADORA_NAO_IDENTIFICADA;;4;2024;7500856627.87;false;true;true
386901;OPERADORA_NAO_IDENTIFICADA;;4;2024;326887532.78;false;true;true
424200;OPERADORA_NAO_IDENTIFICADA;;4;2024;8;false;true;true
423513;OPERADORA_NAO_IDENTIFICADA;;4;2024;2103859.68;false;true;true
422657;OPERADORA_NAO_IDENTIFICADA;;4;2024;331478.56;false;true;true
420972;OPERADORA_NAO_IDENTIFICADA;;4;2024;59065374.52;false;true;true
403512;OPERADORA_NAO_IDENTIFICADA;;4;2024;19199946.48;false;true;true
421561;OPERADORA_NAO_IDENTIFICADA;;4;2024;20627287.77;false;true;true
417220;OPERADORA_NAO_IDENTIFICADA;;4;2024;56234535.22;false;true;true
404772;OPERADORA_NAO_IDENTIFICADA;;4;2024;8272691.30;false;true;true
423831;OPERADORA_NAO_IDENTIFICADA;;4;2024;32;false;true;true
337188;OPERADORA_NAO_IDENTIFICADA;;4;2024;2810281936.63;false;true;true
344729;OPERADORA_NAO_IDENTIFICADA;;4;2024;1518710785.19;false;true;true
415871;OPERADORA_NAO_IDENTIFICADA;;4;2024;2867971.52;false;true;true
422975;OPERADORA_NAO_IDENTIFICADA;;4;2024;24173214.80;false;true;true
350494;OPERADORA_NAO_IDENTIFICADA;;4;2024;1196095054.46;false;true;true
357715;OPERADORA_NAO_IDENTIFICADA;;4;2024;404803724.52;false;true;true
421341;OPERADORA_NAO_IDENTIFICADA;;4;2024;952520617.57;false;true;true
422622;OPERADORA_NAO_IDENTIFICADA;;4;2024;3823170.80;false;true;true
424137;OPERADORA_NAO_IDENTIFICADA;;4;2024;285571.2;false;true;true
423041;OPERADORA_NAO_IDENTIFICADA;;4;2024;20877214.92;false;true;true
354295;OPERADORA_NAO_IDENTIFICADA;;4;2024;3825456070.29;false;true;true
405931;OPERADORA_NAO_IDENTIFICADA;;4;2024;1242303.76;false;true;true
421243;OPERADORA_NAO_IDENTIFICADA;;4;2024;29213669.44;false;true;true
362573;OPERADORA_NAO_IDENTIFICADA;;4;2024;462979918.77;false;true;true
309907;OPERADORA_NAO_IDENTIFICADA;;4;2024;1544071332.83;false;true;true
308811;OPERADORA_NAO_IDENTIFICADA;;4;2024;385779004.00;false;true;true
414387;OPERADORA_NAO_IDENTIFICADA;;4;2024;231727812.54;false;true;true
365785;OPERADORA_NAO_IDENTIFICADA;;4;2024;70086417.15;false;true;true
420077;OPERADORA_NAO_IDENTIFICADA;;4;2024;5672049194.72;false;true;true
401081;OPERADORA_NAO_IDENTIFICADA;;4;2024;2690227350.58;false;true;true
321958;OPERADORA_NAO_IDENTIFICADA;;4;2024;3502295333.12;false;true;true
417491;OPERADORA_NAO_IDENTIFICADA;;4;2024;16828902.98;false;true;true
340162;OPERADORA_NAO_IDENTIFICADA;;4;2024;77585156.64;false;true;true
418129;OPERADORA_NAO_IDENTIFICADA;;4;2024;77347045.92;false;true;true
