CNPJ;RazaoSocial;Trimestre;Ano;ValorDespesas
424064;OPERADORA_NAO_IDENTIFICADA;4;2024;9726256.16
329665;OPERADORA_NAO_IDENTIFICADA;4;2024;334702043.91
419257;OPERADORA_NAO_IDENTIFICADA;4;2024;9656871.63
405671;OPERADORA_NAO_IDENTIFICADA;4;2024;2832295.92
423483;OPERADORA_NAO_IDENTIFICADA;4;2024;26630132.33
417149;OPERADORA_NAO_IDENTIFICADA;4;2024;5074779.60
424099;OPERADORA_NAO_IDENTIFICADA;4;2024;8
317144;OPERADORA_NAO_IDENTIFICADA;4;2024;24589864399.60
418277;OPERADORA_NAO_IDENTIFICADA;4;2024;16513836.40
359661;OPERADORA_NAO_IDENTIFICADA;4;2024;21234835678.06
347477;OPERADORA_NAO_IDENTIFICADA;4;2024;43698163.52
417661;OPERADORA_NAO_IDENTIFICADA;4;2024;617802561.49
319708;OPERADORA_NAO_IDENTIFICADA;4;2024;3201860265.82
352683;OPERADORA_NAO_IDENTIFICADA;4;2024;2791338889.49
419851;OPERADORA_NAO_IDENTIFICADA;4;2024;94662408.89
311294;OPERADORA_NAO_IDENTIFICADA;4;2024;1809079662.43
422355;OPERADORA_NAO_IDENTIFICADA;4;2024;30264074.88
415782;OPERADORA_NAO_IDENTIFICADA;4;2024;3874469.76
354511;OPERADORA_NAO_IDENTIFICADA;4;2024;1445955332.80
304344;OPERADORA_NAO_IDENTIFICADA;4;2024;844145451.98
361461;OPERADORA_NAO_IDENTIFICADA;4;2024;762107013.49
305472;OPERADORA_NAO_IDENTIFICADA;4;2024;1378301782.10
414981;OPERADORA_NAO_IDENTIFICADA;4;2024;5528442.16
416568;OPERADORA_NAO_IDENTIFICADA;4;2024;1522113741.22
400572;OPERADORA_NAO_IDENTIFICADA;4;2024;19269923.60
417343;OPERADORA_NAO_IDENTIFICADA;4;2024;2487363.44
358339;OPERADORA_NAO_IDENTIFICADA;4;2024;105021651.28
419028;OPERADORA_NAO_IDENTIFICADA;4;2024;48170637.47
342343;OPERADORA_NAO_IDENTIFICADA;4;2024;1026425166.00
416690;OPERADORA_NAO_IDENTIFICADA;4;2024;649240254.42
412015;OPERADORA_NAO_IDENTIFICADA;4;2024;54669206.00
419753;OPERADORA_NAO_IDENTIFICADA;4;2024;115991489.30
321087;OPERADORA_NAO_IDENTIFICADA;4;2024;591374426.29
420247;OPERADORA_NAO_IDENTIFICADA;4;2024;9771726.24
421120;OPERADORA_NAO_IDENTIFICADA;4;2024;114973717.14
315265;OPERADORA_NAO_IDENTIFICADA;4;2024;785107157.19
417441;OPERADORA_NAO_IDENTIFICADA;4;2024;38819913.36
420093;OPERADORA_NAO_IDENTIFICADA;4;2024;39098968.66
315583;OPERADORA_NAO_IDENTIFICADA;4;2024;436393672.40
328308;OPERADORA_NAO_IDENTIFICADA;4;2024;426166475.98
364070;OPERADORA_NAO_IDENTIFICADA;4;2024;340294334.15
403911;OPERADORA_NAO_IDENTIFICADA;4;2024;11245476064.51
344788;OPERADORA_NAO_IDENTIFICADA;4;2024;164111219.69
351270;OPERADORA_NAO_IDENTIFICADA;4;2024;317848472.60
406481;OPERADORA_NAO_IDENTIFICADA;4;2024;2620541784.49
418340;OPERADORA_NAO_IDENTIFICADA;4;2024;188449.68
417815;OPERADORA_NAO_IDENTIFICADA;4;2024;1196467434.83
422851;OPERADORA_NAO_IDENTIFICADA;4;2024;10575811.63
421952;OPERADORA_NAO_IDENTIFICADA;4;2024;5686157.68
319872;OPERADORA_NAO_IDENTIFICADA;4;2024;49442249.50
306754;OPERADORA_NAO_IDENTIFICADA;4;2024;512277845.26
361615;OPERADORA_NAO_IDENTIFICADA;4;2024;1067546517.90
324477;OPERADORA_NAO_IDENTIFICADA;4;2024;3183095382.43
421812;OPERADORA_NAO_IDENTIFICADA;4;2024;19087308.88
422631;OPERADORA_NAO_IDENTIFICADA;4;2024;9101569453.30
419982;OPERADORA_NAO_IDENTIFICADA;4;2024;12112
315494;OPERADORA_NAO_IDENTIFICADA;4;2024;357962881.24
347795;OPERADORA_NAO_IDENTIFICADA;4;2024;115960318.68
415057;OPERADORA_NAO_IDENTIFICADA;4;2024;980371.52
315648;OPERADORA_NAO_IDENTIFICADA;4;2024;450443919.50
410608;OPERADORA_NAO_IDENTIFICADA;4;2024;141653291.25
323055;OPERADORA_NAO_IDENTIFICADA;4;2024;623418832.47
420123;OPERADORA_NAO_IDENTIFICADA;4;2024;79634360.82
331988;OPERADORA_NAO_IDENTIFICADA;4;2024;5051515215.17
422070;OPERADORA_NAO_IDENTIFICADA;4;2024;652658657.14
422533;OPERADORA_NAO_IDENTIFICADA;4;2024;6275188.56
420794;OPERADORA_NAO_IDENTIFICADA;4;2024;9609085.44
331317;OPERADORA_NAO_IDENTIFICADA;4;2024;3783162209.00
417530;OPERADORA_NAO_IDENTIFICADA;4;2024;3774700243.26
415693;OPERADORA_NAO_IDENTIFICADA;4;2024;1334610540.27
421405;OPERADORA_NAO_IDENTIFICADA;4;2024;1014559978.16
422126;OPERADORA_NAO_IDENTIFICADA;4;2024;191804904.71
333867;OPERADORA_NAO_IDENTIFICADA;4;2024;122036401.23
363286;OPERADORA_NAO_IDENTIFICADA;4;2024;551639625.59
317233;OPERADORA_NAO_IDENTIFICADA;4;2024;3423152653.32
340782;OPERADORA_NAO_IDENTIFICADA;4;2024;8685941935.53
421286;OPERADORA_NAO_IDENTIFICADA;4;2024;79167868.80
420158;OPERADORA_NAO_IDENTIFICADA;4;2024;994228859.90
406635;OPERADORA_NAO_IDENTIFICADA;4;2024;78324199.31
414425;OPERADORA_NAO_IDENTIFICADA;4;2024;164727.20
419435;OPERADORA_NAO_IDENTIFICADA;4;2024;38132773.60
418307;OPERADORA_NAO_IDENTIFICADA;4;2024;1430223.28
312321;OPERADORA_NAO_IDENTIFICADA;4;2024;33004627.63
302147;OPERADORA_NAO_IDENTIFICADA;4;2024;59711376964.64
424129;OPERADORA_NAO_IDENTIFICADA;4;2024;1204720650.48
366064;OPERADORA_NAO_IDENTIFICADA;4;2024;719841578.28
419290;OPERADORA_NAO_IDENTIFICADA;4;2024;524071806.33
417696;OPERADORA_NAO_IDENTIFICADA;4;2024;33762429.04
324566;OPERADORA_NAO_IDENTIFICADA;4;2024;1045656960.75
422860;OPERADORA_NAO_IDENTIFICADA;4;2024;514365.84
328294;OPERADORA_NAO_IDENTIFICADA;4;2024;1294055132.73
303976;OPERADORA_NAO_IDENTIFICADA;4;2024;14838673948.09
422762;OPERADORA_NAO_IDENTIFICADA;4;2024;1032584876.33
419907;OPERADORA_NAO_IDENTIFICADA;4;2024;33798465.86
421723;OPERADORA_NAO_IDENTIFICADA;4;2024;34816192.46
423408;OPERADORA_NAO_IDENTIFICADA;4;2024;28878198.08
324213;OPERADORA_NAO_IDENTIFICADA;4;2024;94431025.60
419699;OPERADORA_NAO_IDENTIFICADA;4;2024;360431569.59
418625;OPERADORA_NAO_IDENTIFICADA;4;2024;2828275.36
303623;OPERADORA_NAO_IDENTIFICADA;4;2024;7321368567.94
422479;OPERADORA_NAO_IDENTIFICADA;4;2024;22928304.00
414689;OPERADORA_NAO_IDENTIFICADA;4;2024;31188914.40
390259;OPERADORA_NAO_IDENTIFICADA;4;2024;94013879.33
415901;OPERADORA_NAO_IDENTIFICADA;4;2024;19463652.46
368920;OPERADORA_NAO_IDENTIFICADA;4;2024;844810091.04
343153;OPERADORA_NAO_IDENTIFICADA;4;2024;213298318.25
401480;OPERADORA_NAO_IDENTIFICADA;4;2024;219813352.28
314871;OPERADORA_NAO_IDENTIFICADA;4;2024;37759190.58
316458;OPERADORA_NAO_IDENTIFICADA;4;2024;247992086.16
421758;OPERADORA_NAO_IDENTIFICADA;4;2024;392474.24
305626;OPERADORA_NAO_IDENTIFICADA;4;2024;439958140.99
422797;OPERADORA_NAO_IDENTIFICADA;4;2024;8
423726;OPERADORA_NAO_IDENTIFICADA;4;2024;952013.92
415111;OPERADORA_NAO_IDENTIFICADA;4;2024;2102075602.30
421332;OPERADORA_NAO_IDENTIFICADA;4;2024;12190343.92
409286;OPERADORA_NAO_IDENTIFICADA;4;2024;10675969.52
423742;OPERADORA_NAO_IDENTIFICADA;4;2024;2059126.96
408026;OPERADORA_NAO_IDENTIFICADA;4;2024;57630300.09
413330;OPERADORA_NAO_IDENTIFICADA;4;2024;383841070.38
393533;OPERADORA_NAO_IDENTIFICADA;4;2024;128120978.98
420280;OPERADORA_NAO_IDENTIFICADA;4;2024;32281409.08
423076;OPERADORA_NAO_IDENTIFICADA;4;2024;14130484.00
414492;OPERADORA_NAO_IDENTIFICADA;4;2024;2414947807.52
318566;OPERADORA_NAO_IDENTIFICADA;4;2024;1311217281.07
418501;OPERADORA_NAO_IDENTIFICADA;4;2024;131471565.27
422592;OPERADORA_NAO_IDENTIFICADA;4;2024;38523841.69
368181;OPERADORA_NAO_IDENTIFICADA;4;2024;6138574.28
331872;OPERADORA_NAO_IDENTIFICADA;4;2024;5751667656.94
369233;OPERADORA_NAO_IDENTIFICADA;4;2024;212346288.65
335215;OPERADORA_NAO_IDENTIFICADA;4;2024;1332480264.04
326500;OPERADORA_NAO_IDENTIFICADA;4;2024;3428993600.16
417122;OPERADORA_NAO_IDENTIFICADA;4;2024;40799286.48
420107;OPERADORA_NAO_IDENTIFICADA;4;2024;103223060.65
421367;OPERADORA_NAO_IDENTIFICADA;4;2024;102040998.81
413267;OPERADORA_NAO_IDENTIFICADA;4;2024;10932113.71
302228;OPERADORA_NAO_IDENTIFICADA;4;2024;233214953.99
320838;OPERADORA_NAO_IDENTIFICADA;4;2024;236725833.18
304484;OPERADORA_NAO_IDENTIFICADA;4;2024;1427519102.25
423840;OPERADORA_NAO_IDENTIFICADA;4;2024;4916598.64
367087;OPERADORA_NAO_IDENTIFICADA;4;2024;3223070898.69
424170;OPERADORA_NAO_IDENTIFICADA;4;2024;33203581.68
411752;OPERADORA_NAO_IDENTIFICADA;4;2024;2206401863.87
419095;OPERADORA_NAO_IDENTIFICADA;4;2024;159416595.28
418536;OPERADORA_NAO_IDENTIFICADA;4;2024;762698.24
422045;OPERADORA_NAO_IDENTIFICADA;4;2024;65147261.84
304701;OPERADORA_NAO_IDENTIFICADA;4;2024;31784648324.68
420301;OPERADORA_NAO_IDENTIFICADA;4;2024;15391550.32
346209;OPERADORA_NAO_IDENTIFICADA;4;2024;1074394564.56
328375;OPERADORA_NAO_IDENTIFICADA;4;2024;371962745.91
422461;OPERADORA_NAO_IDENTIFICADA;4;2024;7225269.12
423459;OPERADORA_NAO_IDENTIFICADA;4;2024;262665.04
421049;OPERADORA_NAO_IDENTIFICADA;4;2024;34580289.09
300713;OPERADORA_NAO_IDENTIFICADA;4;2024;1288002136.07
420051;OPERADORA_NAO_IDENTIFICADA;4;2024;35476935.09
315478;OPERADORA_NAO_IDENTIFICADA;4;2024;13822343632.88
323926;OPERADORA_NAO_IDENTIFICADA;4;2024;842707054.29
355151;OPERADORA_NAO_IDENTIFICADA;4;2024;3337437629.80
421804;OPERADORA_NAO_IDENTIFICADA;4;2024;1206556.71
359459;OPERADORA_NAO_IDENTIFICADA;4;2024;2960489.76
369462;OPERADORA_NAO_IDENTIFICADA;4;2024;29732797.14
403458;OPERADORA_NAO_IDENTIFICADA;4;2024;37468623.12
348082;OPERADORA_NAO_IDENTIFICADA;4;2024;2441781555.31
385697;OPERADORA_NAO_IDENTIFICADA;4;2024;3916413854.27
423777;OPERADORA_NAO_IDENTIFICADA;4;2024;1474999.84
419761;OPERADORA_NAO_IDENTIFICADA;4;2024;8064367.28
330264;OPERADORA_NAO_IDENTIFICADA;4;2024;1152700202.84
350648;OPERADORA_NAO_IDENTIFICADA;4;2024;419663275.34
422746;OPERADORA_NAO_IDENTIFICADA;4;2024;9011299.56
420981;OPERADORA_NAO_IDENTIFICADA;4;2024;105608643.56
422398;OPERADORA_NAO_IDENTIFICADA;4;2024;1092071590.66
311359;OPERADORA_NAO_IDENTIFICADA;4;2024;3469311300.27
419303;OPERADORA_NAO_IDENTIFICADA;4;2024;64970995.84
417505;OPERADORA_NAO_IDENTIFICADA;4;2024;5265122306.74
348180;OPERADORA_NAO_IDENTIFICADA;4;2024;4134838806.60
364312;OPERADORA_NAO_IDENTIFICADA;4;2024;3871166077.36
303259;OPERADORA_NAO_IDENTIFICADA;4;2024;37965369.74
409405;OPERADORA_NAO_IDENTIFICADA;4;2024;40352685.01
418919;OPERADORA_NAO_IDENTIFICADA;4;2024;492252558.97
402109;OPERADORA_NAO_IDENTIFICADA;4;2024;5046520.32
301744;OPERADORA_NAO_IDENTIFICADA;4;2024;955937007.56
389358;OPERADORA_NAO_IDENTIFICADA;4;2024;221796119.07
304131;OPERADORA_NAO_IDENTIFICADA;4;2024;921172412.75
335479;OPERADORA_NAO_IDENTIFICADA;4;2024;3745148847.80
378941;OPERADORA_NAO_IDENTIFICADA;4;2024;12993318.88
370070;OPERADORA_NAO_IDENTIFICADA;4;2024;5304216155.98
342611;OPERADORA_NAO_IDENTIFICADA;4;2024;2134826111.26
417131;OPERADORA_NAO_IDENTIFICADA;4;2024;45590611.71
334511;OPERADORA_NAO_IDENTIFICADA;4;2024;93813814.80
300136;OPERADORA_NAO_IDENTIFICADA;4;2024;1445244923.27
416738;OPERADORA_NAO_IDENTIFICADA;4;2024;866129444.34
422134;OPERADORA_NAO_IDENTIFICADA;4;2024;123893955.03
409634;OPERADORA_NAO_IDENTIFICADA;4;2024;74754171.01
336858;OPERADORA_NAO_IDENTIFICADA;4;2024;2247942881.71
321044;OPERADORA_NAO_IDENTIFICADA;4;2024;10052874732.01
421278;OPERADORA_NAO_IDENTIFICADA;4;2024;15231753.28
354066;OPERADORA_NAO_IDENTIFICADA;4;2024;3958668393.05
343731;OPERADORA_NAO_IDENTIFICADA;4;2024;10435889219.54
343404;OPERADORA_NAO_IDENTIFICADA;4;2024;48169130.33
416801;OPERADORA_NAO_IDENTIFICADA;4;2024;1416233252.88
353477;OPERADORA_NAO_IDENTIFICADA;4;2024;11031968.72
419443;OPERADORA_NAO_IDENTIFICADA;4;2024;220127992.08
423548;OPERADORA_NAO_IDENTIFICADA;4;2024;10304218.24
318213;OPERADORA_NAO_IDENTIFICADA;4;2024;604409932.79
378682;OPERADORA_NAO_IDENTIFICADA;4;2024;21641587.20
423319;OPERADORA_NAO_IDENTIFICADA;4;2024;431742669.06
418447;OPERADORA_NAO_IDENTIFICADA;4;2024;1673281.84
336017;OPERADORA_NAO_IDENTIFICADA;4;2024;61999204.57
339458;OPERADORA_NAO_IDENTIFICADA;4;2024;94473787.16
326089;OPERADORA_NAO_IDENTIFICADA;4;2024;336696898.74
415065;OPERADORA_NAO_IDENTIFICADA;4;2024;358905951.88
419184;OPERADORA_NAO_IDENTIFICADA;4;2024;12283459.44
353353;OPERADORA_NAO_IDENTIFICADA;4;2024;5751380826.26
418218;OPERADORA_NAO_IDENTIFICADA;4;2024;53250166.67
423611;OPERADORA_NAO_IDENTIFICADA;4;2024;4338353.04
421715;OPERADORA_NAO_IDENTIFICADA;4;2024;6352004682.75
359777;OPERADORA_NAO_IDENTIFICADA;4;2024;2534104886.16
365530;OPERADORA_NAO_IDENTIFICADA;4;2024;482834109.19
420018;OPERADORA_NAO_IDENTIFICADA;4;2024;8
314218;OPERADORA_NAO_IDENTIFICADA;4;2024;7500856627.87
386901;OPERADORA_NAO_IDENTIFICADA;4;2024;326887532.78
424200;OPERADORA_NAO_IDENTIFICADA;4;2024;8
423513;OPERADORA_NAO_IDENTIFICADA;4;2024;2103859.68
422657;OPERADORA_NAO_IDENTIFICADA;4;2024;331478.56
420972;OPERADORA_NAO_IDENTIFICADA;4;2024;59065374.52
403512;OPERADORA_NAO_IDENTIFICADA;4;2024;19199946.48
421561;OPERADORA_NAO_IDENTIFICADA;4;2024;20627287.77
417220;OPERADORA_NAO_IDENTIFICADA;4;2024;56234535.22
404772;OPERADORA_NAO_IDENTIFICADA;4;2024;8272691.30
423831;OPERADORA_NAO_IDENTIFICADA;4;2024;32
337188;OPERADORA_NAO_IDENTIFICADA;4;2024;2810281936.63
344729;OPERADORA_NAO_IDENTIFICADA;4;2024;1518710785.19
415871;OPERADORA_NAO_IDENTIFICADA;4;2024;2867971.52
422975;OPERADORA_NAO_IDENTIFICADA;4;2024;24173214.80
350494;OPERADORA_NAO_IDENTIFICADA;4;2024;1196095054.46
357715;OPERADORA_NAO_IDENTIFICADA;4;2024;404803724.52
421341;OPERADORA_NAO_IDENTIFICADA;4;2024;952520617.57
422622;OPERADORA_NAO_IDENTIFICADA;4;2024;3823170.80
424137;OPERADORA_NAO_IDENTIFICADA;4;2024;285571.2
423041;OPERADORA_NAO_IDENTIFICADA;4;2024;20877214.92
354295;OPERADORA_NAO_IDENTIFICADA;4;2024;3825456070.29
405931;OPERADORA_NAO_IDENTIFICADA;4;2024;1242303.76
421243;OPERADORA_NAO_IDENTIFICADA;4;2024;29213669.44
362573;OPERADORA_NAO_IDENTIFICADA;4;2024;462979918.77
309907;OPERADORA_NAO_IDENTIFICADA;4;2024;1544071332.83
308811;OPERADORA_NAO_IDENTIFICADA;4;2024;385779004.00
414387;OPERADORA_NAO_IDENTIFICADA;4;2024;231727812.54
365785;OPERADORA_NAO_IDENTIFICADA;4;2024;70086417.15
420077;OPERADORA_NAO_IDENTIFICADA;4;2024;5672049194.72
401081;OPERADORA_NAO_IDENTIFICADA;4;2024;2690227350.58
321958;OPERADORA_NAO_IDENTIFICADA;4;2024;3502295333.12
417491;OPERADORA_NAO_IDENTIFICADA;4;2024;16828902.98
340162;OPERADORA_NAO_IDENTIFICADA;4;2024;77585156.64
418129;OPERADORA_NAO_IDENTIFICADA;4;2024;77347045.92
363171;OPERADORA_NAO_IDENTIFICADA;4;2024;102520877.77
423335;OPERADORA_NAO_IDENTIFICADA;4;2024;278640405.90
315567;OPERADORA_NAO_IDENTIFICADA;4;2024;1498134093.38
423181;OPERADORA_NAO_IDENTIFICADA;4;2024;18608120.13
422550;OPERADORA_NAO_IDENTIFICADA;4;2024;13207.28
404942;OPERADORA_NAO_IDENTIFICADA;4;2024;9222595.20
420778;OPERADORA_NAO_IDENTIFICADA;4;2024;3190741.52
420140;OPERADORA_NAO_IDENTIFICADA;4;2024;14175862.24
422185;OPERADORA_NAO_IDENTIFICADA;4;2024;407989.04
350141;OPERADORA_NAO_IDENTIFICADA;4;2024;8727583052.62
321320;OPERADORA_NAO_IDENTIFICADA;4;2024;230919996.03
373109;OPERADORA_NAO_IDENTIFICADA;4;2024;53712849.42
335657;OPERADORA_NAO_IDENTIFICADA;4;2024;276073185.55
354279;OPERADORA_NAO_IDENTIFICADA;4;2024;901083104.84
327557;OPERADORA_NAO_IDENTIFICADA;4;2024;876800792.15
412040;OPERADORA_NAO_IDENTIFICADA;4;2024;24328971.44
311146;OPERADORA_NAO_IDENTIFICADA;4;2024;609089443.09
420042;OPERADORA_NAO_IDENTIFICADA;4;2024;12484545.04
349283;OPERADORA_NAO_IDENTIFICADA;4;2024;5124786.58
305928;OPERADORA_NAO_IDENTIFICADA;4;2024;91846098.25
386588;OPERADORA_NAO_IDENTIFICADA;4;2024;3185451248.18
343684;OPERADORA_NAO_IDENTIFICADA;4;2024;623093666.70
318477;OPERADORA_NAO_IDENTIFICADA;4;2024;1097849395.39
422924;OPERADORA_NAO_IDENTIFICADA;4;2024;4934388.74
385620;OPERADORA_NAO_IDENTIFICADA;4;2024;695066163.69
406805;OPERADORA_NAO_IDENTIFICADA;4;2024;185926419.00
334243;OPERADORA_NAO_IDENTIFICADA;4;2024;118715671.70
421774;OPERADORA_NAO_IDENTIFICADA;4;2024;1158416.00
363391;OPERADORA_NAO_IDENTIFICADA;4;2024;135727508.35
354031;OPERADORA_NAO_IDENTIFICADA;4;2024;4666186946.74
423050;OPERADORA_NAO_IDENTIFICADA;4;2024;5799047.84
344486;OPERADORA_NAO_IDENTIFICADA;4;2024;24951414.08
366561;OPERADORA_NAO_IDENTIFICADA;4;2024;2632649279.49
362140;OPERADORA_NAO_IDENTIFICADA;4;2024;2041659367.44
368148;OPERADORA_NAO_IDENTIFICADA;4;2024;756345384.71
365238;OPERADORA_NAO_IDENTIFICADA;4;2024;641121742.33
424048;OPERADORA_NAO_IDENTIFICADA;4;2024;9067561.04
315796;OPERADORA_NAO_IDENTIFICADA;4;2024;4755144361.48
354562;OPERADORA_NAO_IDENTIFICADA;4;2024;3310560181.73
409791;OPERADORA_NAO_IDENTIFICADA;4;2024;83059545.98
414581;OPERADORA_NAO_IDENTIFICADA;4;2024;1505890403.21
359394;OPERADORA_NAO_IDENTIFICADA;4;2024;12148223.48
355721;OPERADORA_NAO_IDENTIFICADA;4;2024;8283282570.73
406121;OPERADORA_NAO_IDENTIFICADA;4;2024;46873476.16
412295;OPERADORA_NAO_IDENTIFICADA;4;2024;509787528.20
344451;OPERADORA_NAO_IDENTIFICADA;4;2024;296966583.55
305227;OPERADORA_NAO_IDENTIFICADA;4;2024;1007989711.20
422681;OPERADORA_NAO_IDENTIFICADA;4;2024;864155681.94
329967;OPERADORA_NAO_IDENTIFICADA;4;2024;5088730.56
362832;OPERADORA_NAO_IDENTIFICADA;4;2024;410333022.58
341894;OPERADORA_NAO_IDENTIFICADA;4;2024;15769066.31
420841;OPERADORA_NAO_IDENTIFICADA;4;2024;52486340.09
319384;OPERADORA_NAO_IDENTIFICADA;4;2024;1658105773.31
313475;OPERADORA_NAO_IDENTIFICADA;4;2024;163786605.68
311847;OPERADORA_NAO_IDENTIFICADA;4;2024;3190690643.33
423017;OPERADORA_NAO_IDENTIFICADA;4;2024;217441.44
418994;OPERADORA_NAO_IDENTIFICADA;4;2024;15374405.52
416584;OPERADORA_NAO_IDENTIFICADA;4;2024;375129699.94
419737;OPERADORA_NAO_IDENTIFICADA;4;2024;64262.32
418587;OPERADORA_NAO_IDENTIFICADA;4;2024;558476859.71
417998;OPERADORA_NAO_IDENTIFICADA;4;2024;66688060.72
344362;OPERADORA_NAO_IDENTIFICADA;4;2024;1836931550.51
422835;OPERADORA_NAO_IDENTIFICADA;4;2024;159967267.92
313211;OPERADORA_NAO_IDENTIFICADA;4;2024;1441201894.31
419583;OPERADORA_NAO_IDENTIFICADA;4;2024;25711908.87
417173;OPERADORA_NAO_IDENTIFICADA;4;2024;7980229921.39
356476;OPERADORA_NAO_IDENTIFICADA;4;2024;1168750498.83
314099;OPERADORA_NAO_IDENTIFICADA;4;2024;2058799923.67
304395;OPERADORA_NAO_IDENTIFICADA;4;2024;1102539090.89
355097;OPERADORA_NAO_IDENTIFICADA;4;2024;8532582784.44
346926;OPERADORA_NAO_IDENTIFICADA;4;2024;11306610166.45
402516;OPERADORA_NAO_IDENTIFICADA;4;2024;13224709.60
306398;OPERADORA_NAO_IDENTIFICADA;4;2024;5866940502.90
423751;OPERADORA_NAO_IDENTIFICADA;4;2024;1357653.44
327328;OPERADORA_NAO_IDENTIFICADA;4;2024;30082594.00
342955;OPERADORA_NAO_IDENTIFICADA;4;2024;78580463.42
424111;OPERADORA_NAO_IDENTIFICADA;4;2024;8
423424;OPERADORA_NAO_IDENTIFICADA;4;2024;859018.48
320897;OPERADORA_NAO_IDENTIFICADA;4;2024;867115763.86
311375;OPERADORA_NAO_IDENTIFICADA;4;2024;2374117067.67
354627;OPERADORA_NAO_IDENTIFICADA;4;2024;4674490704.27
318388;OPERADORA_NAO_IDENTIFICADA;4;2024;1269939799.02
417297;OPERADORA_NAO_IDENTIFICADA;4;2024;1034684105.66
379956;OPERADORA_NAO_IDENTIFICADA;4;2024;21984455801.00
371564;OPERADORA_NAO_IDENTIFICADA;4;2024;367840007.57
320862;OPERADORA_NAO_IDENTIFICADA;4;2024;1194136418.34
309524;OPERADORA_NAO_IDENTIFICADA;4;2024;351891991.81
424013;OPERADORA_NAO_IDENTIFICADA;4;2024;1030262.72
368555;OPERADORA_NAO_IDENTIFICADA;4;2024;391684501.58
421685;OPERADORA_NAO_IDENTIFICADA;4;2024;0.08
301728;OPERADORA_NAO_IDENTIFICADA;4;2024;599772312.85
340952;OPERADORA_NAO_IDENTIFICADA;4;2024;4055137813.04
367966;OPERADORA_NAO_IDENTIFICADA;4;2024;18221889.06
367613;OPERADORA_NAO_IDENTIFICADA;4;2024;146570814.48
310522;OPERADORA_NAO_IDENTIFICADA;4;2024;1852125075.91
345741;OPERADORA_NAO_IDENTIFICADA;4;2024;997640792.26
404241;OPERADORA_NAO_IDENTIFICADA;4;2024;112825871.50
382639;OPERADORA_NAO_IDENTIFICADA;4;2024;50005526.14
423106;OPERADORA_NAO_IDENTIFICADA;4;2024;32
305421;OPERADORA_NAO_IDENTIFICADA;4;2024;56910303.20
352152;OPERADORA_NAO_IDENTIFICADA;4;2024;33239072.16
421421;OPERADORA_NAO_IDENTIFICADA;4;2024;2133622462.48
419079;OPERADORA_NAO_IDENTIFICADA;4;2024;44489441.76
412759;OPERADORA_NAO_IDENTIFICADA;4;2024;313344195.15
309087;OPERADORA_NAO_IDENTIFICADA;4;2024;805548172.77
414352;OPERADORA_NAO_IDENTIFICADA;4;2024;1422054877.49
421928;OPERADORA_NAO_IDENTIFICADA;4;2024;2953599543.82
324361;OPERADORA_NAO_IDENTIFICADA;4;2024;2984657398.76
345776;OPERADORA_NAO_IDENTIFICADA;4;2024;647055742.75
356123;OPERADORA_NAO_IDENTIFICADA;4;2024;2071553695.33
310239;OPERADORA_NAO_IDENTIFICADA;4;2024;300726847.40
395480;OPERADORA_NAO_IDENTIFICADA;4;2024;1189445086.69
365645;OPERADORA_NAO_IDENTIFICADA;4;2024;10537876.92
418323;OPERADORA_NAO_IDENTIFICADA;4;2024;6244798.08
334154;OPERADORA_NAO_IDENTIFICADA;4;2024;982635142.41
323080;OPERADORA_NAO_IDENTIFICADA;4;2024;38740151103.19
314251;OPERADORA_NAO_IDENTIFICADA;4;2024;648365766.85
311618;OPERADORA_NAO_IDENTIFICADA;4;2024;1598868347.77
344397;OPERADORA_NAO_IDENTIFICADA;4;2024;4115638770.75
350630;OPERADORA_NAO_IDENTIFICADA;4;2024;40245891.37
378216;OPERADORA_NAO_IDENTIFICADA;4;2024;589885810.43
422193;OPERADORA_NAO_IDENTIFICADA;4;2024;30093935.52
318035;OPERADORA_NAO_IDENTIFICADA;4;2024;578194118.60
302627;OPERADORA_NAO_IDENTIFICADA;4;2024;351312712.30
417050;OPERADORA_NAO_IDENTIFICADA;4;2024;497556226.88
423475;OPERADORA_NAO_IDENTIFICADA;4;2024;904156896.24
415243;OPERADORA_NAO_IDENTIFICADA;4;2024;78359092.41
416525;OPERADORA_NAO_IDENTIFICADA;4;2024;186999325.91
421731;OPERADORA_NAO_IDENTIFICADA;4;2024;874483471.78
324523;OPERADORA_NAO_IDENTIFICADA;4;2024;18325507.28
407011;OPERADORA_NAO_IDENTIFICADA;4;2024;1209530319.01
422347;OPERADORA_NAO_IDENTIFICADA;4;2024;8
416371;OPERADORA_NAO_IDENTIFICADA;4;2024;21683285.84
380661;OPERADORA_NAO_IDENTIFICADA;4;2024;3280980784.67
357391;OPERADORA_NAO_IDENTIFICADA;4;2024;19327492953.78
359122;OPERADORA_NAO_IDENTIFICADA;4;2024;940249165.94
415944;OPERADORA_NAO_IDENTIFICADA;4;2024;4560112.12
420000;OPERADORA_NAO_IDENTIFICADA;4;2024;618401507.19
304883;OPERADORA_NAO_IDENTIFICADA;4;2024;2418240593.41
318299;OPERADORA_NAO_IDENTIFICADA;4;2024;4917254280.05
421766;OPERADORA_NAO_IDENTIFICADA;4;2024;530435515.43
416789;OPERADORA_NAO_IDENTIFICADA;4;2024;90008291.92
330116;OPERADORA_NAO_IDENTIFICADA;4;2024;2432492349.07
412252;OPERADORA_NAO_IDENTIFICADA;4;2024;274024939.11
